"","sector_wo","poll","grid","value","value_all_sector","value_om_sector","diff","status"
"249","forest","PM","d04",237487.929815474,237487.929682776,0,0.000132698711240664,"PASS"
"250","forest","CH4","d04",35946.6385850807,35946.6385715106,0,1.35701120598242e-05,"PASS"
"251","forest","BC","d04",29806.4708449536,29806.4708883832,0,4.34295507147908e-05,"PASS"
"252","forest","OC","d04",60955.6531700343,60955.6531900618,0,2.00274807866663e-05,"PASS"
"253","gasdist","SO2","d04",44757.2982792287,44757.2985669742,0,0.000287745584500954,"PASS"
"254","gasdist","NOx","d04",648983.455232365,648983.45569289,0,0.000460525508970022,"PASS"
"255","gasdist","CO","d04",3550511.07779731,3550511.07530705,0,0.0024902606382966,"PASS"
"256","gasdist","NMVOC","d04",367552.617600762,415614.232028473,48061.614003157,0.000424553640186787,"PASS"
"257","gasdist","NH3","d04",70358.6409060014,70358.6406180057,0,0.000287995673716068,"PASS"
"258","gasdist","PM","d04",237487.929815474,237487.929682776,0,0.000132698711240664,"PASS"
"259","gasdist","CH4","d04",35946.6385850807,35946.6385715106,0,1.35701120598242e-05,"PASS"
"260","gasdist","BC","d04",29806.4708449536,29806.4708883832,0,4.34295507147908e-05,"PASS"
"261","gasdist","OC","d04",60955.6531700343,60955.6531900618,0,2.00274807866663e-05,"PASS"
"262","industry","SO2","d04",40238.4469230414,44757.2985669742,4518.85131298739,0.000330945505993441,"PASS"
"263","industry","NOx","d04",581250.045549514,648983.45569289,67733.4103974793,0.000254103448241949,"PASS"
"264","industry","CO","d04",1139206.18401505,3550511.07530705,2411304.89093648,0.000355509109795094,"PASS"
"265","industry","NMVOC","d04",409375.415652727,415614.232028473,6238.8157380026,0.000637742748949677,"PASS"
"266","industry","NH3","d04",68717.8947273718,70358.6406180057,1640.74616385417,0.000273220264716656,"PASS"
"267","industry","PM","d04",232765.137551968,237487.929682776,4722.79237126058,0.000240453140577301,"PASS"
"268","industry","CH4","d04",34635.7583621336,35946.6385715106,1310.88021461355,5.23657581652515e-06,"PASS"
"269","industry","BC","d04",29758.3102049171,29806.4708883832,48.1606275600882,5.59059496936243e-05,"PASS"
"270","industry","OC","d04",60917.2045090614,60955.6531900618,38.4486482380427,3.27623882654393e-05,"PASS"
"271","landfill","SO2","d04",44757.2982792287,44757.2985669742,0,0.000287745584500954,"PASS"
"272","landfill","NOx","d04",648983.455232365,648983.45569289,0,0.000460525508970022,"PASS"
"273","landfill","CO","d04",3550511.07779731,3550511.07530705,0,0.0024902606382966,"PASS"
