country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,estimated_generation_gwh
MYS,Malaysia,Genting Sanyen,WRI1000248,762,2.7977,101.6493,Gas,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,GEODB,,,,,,,,4220.782596
MYS,Malaysia,Hijau Solar Power Plant,WRI1026643,8,2.3409,102.2168,Solar,,,,,Gading Kencana Sdn Bhd,Gading Kencana,http://gadingkencana.com.my/utility-scale-solar-farm/,WRI,1103292,,,,,,,23.73856209
MYS,Malaysia,Hulu Terengganu,WRI1000283,250,5.1545,102.6054,Hydro,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,GEODB,,,,,,,,1682.755153
MYS,Malaysia,Jimah power station,WRI1000256,1400,2.5903,101.7246,Coal,,,,2009,Jimah Energy Ventures Sdn Bhd,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,GCPT,1010546,,,,,,,6010.289142
MYS,Malaysia,Kapar Energy Ventures (KEV),WRI1000245,2420,3.1167,101.3217,Gas,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,WRI,,,,,,,,13404.58515
MYS,Malaysia,Kenering,WRI1000232,120,5.2153,101.098,Hydro,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,GEODB,1031179,,,,,,,807.7224736
MYS,Malaysia,Kenyir,WRI1000239,400,5.0229,102.9109,Hydro,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,GEODB,1046865,,,,,,,2692.408245
MYS,Malaysia,Kuala Lumpur Airport Solar Power Plant,WRI1026644,19,2.7791,101.7144,Solar,,,,,Kuala Lumpur International Airport (KLIA),Malaysia Airports,http://www.malaysiaairports.com.my/?m=media_centre&c=news&id=364,WRI,1101460,,,,,,,56.37908497
MYS,Malaysia,Kuala Perlis Solar Power Plant,WRI1026645,6,6.4105,100.1378,Solar,,,,,Ambang Fiesta Sdn Bhd,Cypark Resources Board,http://innogenetic.com/cypark/index.php/2014-07-02-17-02-16/2014-07-02-17-02-52/renewable-energy,WRI,,,,,,,,17.80392157
MYS,Malaysia,Kuala Sawah Solar Power Plant,WRI1026646,5.3,2.6355,101.9404,Solar,,,,,Cypark Renewable Energy Sdn Bhd,Cypark Resources Board,http://innogenetic.com/cypark/index.php/2014-07-02-17-02-16/2014-07-02-17-02-52/renewable-energy,WRI,,,,,,,,15.72679739
MYS,Malaysia,MIRI,WRI1000276,79,4.4148,114.0089,Gas,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,CARMA,1028047,,,,,,,437.5876969
MYS,Malaysia,Manjung power station,WRI1000255,4180,4.1586,100.6423,Coal,,,,2009,TNB Janamanjung Sdn Bhd,GCPT,https://endcoal.org/global-coal-plant-tracker/,GEODB,1031404,,,,,,,17945.00615
MYS,Malaysia,Melawa (SESB),WRI1000260,44,6.0887,116.1574,Oil,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,GEODB,1010320,,,,,,,862.6966292
MYS,Malaysia,Mukah Coal power station,WRI1000277,270,2.9685,112.3239,Coal,,,,2009,Sarawak Energy Bhd Group,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,1065636,,,,,,,1159.127192
MYS,Malaysia,Pahlawan Power,WRI1000253,322,2.2238,102.1519,Gas,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,GEODB,,,,,,,,1783.585296
MYS,Malaysia,Pajam Solar Power Plant,WRI1026647,13,2.8357,101.8488,Solar,,,,,Cypark Suria (Pajam) Sdn Bhd,Cypark Resources Board,http://innogenetic.com/cypark/index.php/2014-07-02-17-02-16/2014-07-02-17-02-52/renewable-energy,WRI,1090563,,,,,,,38.5751634
MYS,Malaysia,Paka,WRI1000258,1136,4.6017,103.4495,Gas,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,GEODB,1031198,,,,,,,6292.4003
MYS,Malaysia,Pergau,WRI1000238,600,5.625,101.7031,Hydro,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,GEODB,1031191,,,,,,,4038.612368
MYS,Malaysia,Prai Power,WRI1000230,350,5.3752,100.374,Gas,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,GEODB,,,,,,,,1938.67967
MYS,Malaysia,Putrajaya,WRI1000247,625,2.9659,101.6847,Gas,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,GEODB,,,,,,,,3461.927982
MYS,Malaysia,Ranhill Powertron (IPP),WRI1000262,190,6.0918,116.163,Gas,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,GEODB,,,,,,,,1052.426107
MYS,Malaysia,Ranhill Powertron II (IPP),WRI1000261,130,6.0918,116.163,Gas,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,GEODB,,,,,,,,720.0810203
MYS,Malaysia,Rimba Terjun Solar Power Plant,WRI1026648,2,1.4721,103.3925,Solar,,,,,Rentak Raya Sdn Bhd,Cypark Resources Board,http://innogenetic.com/cypark/index.php/2014-07-02-17-02-16/2014-07-02-17-02-52/renewable-energy,WRI,,,,,,,,5.934640523
MYS,Malaysia,SG. Piah Lower,WRI1000235,54,4.3945,101.1947,Hydro,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,CARMA,,,,,,,,363.4751131
MYS,Malaysia,Sandakan Power Corporation(IPP),WRI1000265,34,5.8124,118.0642,Oil,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,GEODB,1047114,,,,,,,666.6292135
MYS,Malaysia,Segari,WRI1000243,1303,4.3908,100.5894,Gas,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,GEODB,1028852,,,,,,,7217.427457
MYS,Malaysia,Seguntor Bio Energy (IPP),WRI1000266,12,5.8402,118.1179,Biomass,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,CARMA,,,,,,,,701
MYS,Malaysia,Sejingkat power station,WRI1000279,210,1.6377,110.4654,Coal,,,,2001,Sejingkat Power Corp,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,1052828,,,,,,,901.5433713
MYS,Malaysia,Sepangar Bay Power Corporation (IPP),WRI1000263,100,6.0909,116.1667,Gas,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,GEODB,1064547,,,,,,,553.9084771
MYS,Malaysia,Serudong Power,WRI1000275,36,4.2826,117.889,Oil,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,GEODB,,,,,,,,705.8426966
MYS,Malaysia,Sultan Aziz power station,WRI1075863,1600,3.1172,101.3204,Coal,,,,1996,Kapar Energy Ventures Sdn Bhd,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,6868.901876
MYS,Malaysia,TG. Kidurong,WRI1000281,192,3.288,113.0926,Gas,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,GEODB,,,,,,,,1063.504276
MYS,Malaysia,TNB Prai,WRI1000284,1071,5.3744,100.3746,Gas,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,WRI,1031192,,,,,,,5932.35979
MYS,Malaysia,Tanjung Bin power station,WRI1000254,3244,1.334,103.5422,Coal,,,,2010,Malakoff Bhd,GCPT,https://endcoal.org/global-coal-plant-tracker/,GEODB,,,,,,,,13926.69855
MYS,Malaysia,Tawau Power Station (SESB),WRI1000274,64,4.2826,117.888,Oil,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,GEODB,1027722,,,,,,,1254.831461
MYS,Malaysia,Teknologi Tenaga Perlis Consortium,WRI1000228,650,6.3404,100.1568,Gas,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,GEODB,1025387,,,,,,,3600.405101
MYS,Malaysia,Temenggor,WRI1000237,348,5.407,101.301,Hydro,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,GEODB,1031210,,,,,,,2342.395173
MYS,Malaysia,Tenom Pangi,WRI1000273,66,5.1333,115.95,Hydro,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,CARMA,1061303,,,,,,,444.2473605
MYS,Malaysia,Tg. Bin Energy,WRI1000285,2100,1.3348,103.5422,Coal,,,,2016,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,WRI,,,,,,,,9015.433713
MYS,Malaysia,Tuanku Jaafar (PDI),WRI1000250,714,2.533,101.7912,Gas,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,GEODB,1031214,,,,,,,3954.906527
MYS,Malaysia,Tyanku Jaafar (PDII),WRI1000251,708,2.5327,101.791,Gas,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,WRI,,,,,,,,3921.672018
MYS,Malaysia,YTL Paka,WRI1000257,780,4.6017,103.4495,Gas,,,,,,Penisular Malaysia Electricity Supply Company,http://www.st.gov.my/index.php/component/k2/item/606-peninsular-malaysia-electricity-supply-industry-outlook-2014.html,GEODB,1033688,,,,,,,4320.486122
PHL,Philippines,AGUS 1,WRI1001957,80,8.0046,124.2868,Hydro,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,1023463,,,,,,,214.9187028
PHL,Philippines,AGUS 2,WRI1001958,180,8.0528,124.2709,Hydro,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,1023464,,,,,,,483.5670812
PHL,Philippines,AGUS 4,WRI1001959,158.1,8.1336,124.1983,Hydro,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,1023466,,,,,,,424.7330864
PHL,Philippines,AGUS 5,WRI1001960,309,8.1937,124.1915,Hydro,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,,,,,,,,830.1234895
PHL,Philippines,AMBUKLAO,WRI1001902,105,16.4588,120.7452,Hydro,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,1023471,,,,,,,282.0807974
PHL,Philippines,ANGAT,WRI1001900,246,14.9098,121.1603,Hydro,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,1023474,,,,,,,660.875011
PHL,Philippines,Anda,WRI1029959,83.7,15.2342,120.6109,Coal,,,,2016,Anda Power Corporation,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,316.8623
PHL,Philippines,Armenia Solar,WRI1029964,8.8,15.4605,120.5918,Solar,,,,2016,nv vogt Philippines Solar Energy Four  Inc. (nv vogt 4),Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,0.211538462
PHL,Philippines,Avion,WRI1029960,100,13.7606,121.046,Gas,,,,2016,Prime Meridian PowerGen Corp.,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,1102334,,,,,,,547.9331574
PHL,Philippines,BACMAN,WRI1001889,130,13.0547,123.9678,Geothermal,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,1023478|1106851,,,,,,,725.0514014
PHL,Philippines,BAJADA DPP,WRI1001966,58.7,7.0731,125.6128,Oil,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,CARMA,,,,,,,,162.9588055
PHL,Philippines,BAKUN,WRI1001904,70,16.8861,120.5304,Hydro,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,CARMA,1022084,,,,,,,188.0538649
PHL,Philippines,BANGUI WIND POWER,WRI1001906,33,18.5658,120.7275,Wind,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,CARMA,1056055,,,,,,,96.64739884
PHL,Philippines,BAUANG DPP,WRI1001879,235.2,16.4907,120.3261,Oil,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,1010796,,,,,,,652.9456738
PHL,Philippines,BINGA,WRI1001903,132,16.3944,120.729,Hydro,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,1023482,,,,,,,354.6158596
PHL,Philippines,BOTOCAN,WRI1001899,22.8,14.1463,121.4729,Hydro,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,CARMA,1023486,,,,,,,61.25183029
PHL,Philippines,Balingasag power station,WRI1030489,165,8.7662,124.7685,Coal,,,,2017,Minergy Coal Corporation,GCPT,https://endcoal.org/global-coal-plant-tracker/,WRI,,,,,,,,624.6389427
PHL,Philippines,Bangui Wind Power Ph3,WRI1001907,18.9,18.5658,120.7275,Wind,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,CARMA,,,,,,,,55.35260116
PHL,Philippines,CALIBU DPP,WRI1001912,30,15.1114,120.6053,Oil,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,CARMA,1064229,,,,,,,83.28388697
PHL,Philippines,CALIRAYA,WRI1001898,35,14.2992,121.4705,Hydro,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,1023490,,,,,,,94.02693246
PHL,Philippines,CASA,WRI1001947,15,14.5481,120.9969,Biomass,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,CARMA,1070001,,,,,,,83.69098712
PHL,Philippines,CASECNAN (NIA),WRI1001905,165,15.8462,121.1998,Hydro,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,,,,,,,,443.2698245
PHL,Philippines,CEBU DPP (Salcon),WRI1001938,43.4,10.2185,123.7577,Oil,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,,,,,,,,120.4840232
PHL,Philippines,CEBU TPP(Salcon),WRI1001921,106.8,10.2185,123.7577,Coal,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,,,,,,,,404.311752
PHL,Philippines,COTABATO LIGHT,WRI1001965,10,7.2236,124.2464,Oil,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,CARMA,1013380,,,,,,,27.76129566
PHL,Philippines,CW Home Depot Solar,WRI1030484,1.7,14.2666,121.079,Solar,,,,2017,CW Marketing & Development Corporation,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,0.040865385
PHL,Philippines,Cabanatuan Solar,WRI1023900,10.3,15.4968,120.9921,Solar,,,,2016,First Cabanatuan Renewable Ventures  Inc.,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,1113177,,,,,,,0.247596154
PHL,Philippines,Calaca power station,WRI1001870,900,13.9303,120.7886,Coal,,,,2007,SEM-Calaca Power Corp,GCPT,https://endcoal.org/global-coal-plant-tracker/,GEODB,1023488,,,,,,,3407.121505
PHL,Philippines,Calatagan Solar,WRI1023901,63.3,13.9155,120.6498,Solar,,,,2016,Solar Philippines Calatagan Cororation,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,1107183,,,,,,,1.521634615
PHL,Philippines,Calumangan DPP,WRI1023893,23,10.581,122.8878,Oil,,,,2016,Central Negros Power Reliability Inc.,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,63.85098001
PHL,Philippines,Clark Solar,WRI1023905,22.3,15.0736,120.5893,Solar,,,,2016,Enfinity Phillippines Renewable Resources Inc.,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,1090026,,,,,,,0.536057692
PHL,Philippines,Cosmo Solar,WRI1030488,5.7,10.6163,122.1683,Solar,,,,2017,Cosmo Solar Energy  Inc,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,1105289,,,,,,,0.137019231
PHL,Philippines,Currimao Solar,WRI1023902,20,18.0508,120.4858,Solar,,,,2016,Mirae Asia Energy Corp.,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,1094969,,,,,,,0.480769231
PHL,Philippines,Davao San Miguel power station,WRI1029969,300,6.3943,125.6173,Coal,,,,2017,SMC Global Power Holdings,GCPT,https://endcoal.org/global-coal-plant-tracker/,WRI,,,,,,,,1135.707168
PHL,Philippines,Davao Therma South power station,WRI1075845,300,6.9644,125.4797,Coal,,,,2016,ThermaSouth,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,1135.707168
PHL,Philippines,Digos Solar,WRI1023914,28.6,6.7718,125.2853,Solar,,,,2016,Enfinity Phillippines Renewable Resources Inc.,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,1107735,,,,,,,0.6875
PHL,Philippines,First Toledo Solar,WRI1030473,60,10.4152,123.6789,Solar,,,,2017,First Toledo Solar Energy Corporation,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,1.442307692
PHL,Philippines,GUIMARAS POWER,WRI1001936,3.4,10.6584,122.5963,Oil,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,CARMA,1061438,,,,,,,9.438840523
PHL,Philippines,Helios,WRI1023909,132.5,14.1033,121.5423,Solar,,,,2016,Helios Solar Energy Corporation (HSEC),Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,3.185096154
PHL,Philippines,ILIJAN,WRI1001886,1271,13.622,121.0795,Gas,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,1020748,,,,,,,6964.230431
PHL,Philippines,Islasol II,WRI1023911,32,10.4216,122.9348,Solar,,,,2016,Negros Island Solar Power Inc. (ILASOL),Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,0.769230769
PHL,Philippines,Islasol III,WRI1030474,48,10.4249,122.9282,Solar,,,,2016,Negros Island Solar Power Inc. (ILASOL),Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,1.153846154
PHL,Philippines,KALAYAAN PSPP,WRI1001896,739.2,14.3168,121.4739,Hydro,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,1023516,,,,,,,1985.848814
PHL,Philippines,Kibawe Solar,WRI1023913,10.5,7.5546,124.9616,Solar,,,,2016,AsiaGreen Energy Corporation,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,0.252403846
PHL,Philippines,LEYTE GPP,WRI1001942,112.5,11.1308,124.6553,Geothermal,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,,,,,,,,627.4483281
PHL,Philippines,LIMAY CCGT,WRI1001884,620,14.5434,120.5987,Oil,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,,,,,,,,1721.200331
PHL,Philippines,Limay power station,WRI1075846,300,14.5204,120.6027,Coal,,,,2018,SMC Consolidated Power Corp,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,1135.707168
PHL,Philippines,MAGAT,WRI1001897,360,16.8293,121.4537,Hydro,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,1023522,,,,,,,967.1341625
PHL,Philippines,MAKBAN,WRI1001888,442.8,14.0881,121.2264,Geothermal,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,,,,,,,,2469.636619
PHL,Philippines,MAKBAN-Binary,WRI1001891,15.7,14.1447,121.3152,Geothermal,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,CARMA,,,,,,,,87.56390001
PHL,Philippines,MALAYA,WRI1001883,650,14.3959,121.3337,Oil,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,1023523,,,,,,,1804.484218
PHL,Philippines,MANITO-Lowland,WRI1001892,1.5,13.1235,123.8693,Geothermal,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,CARMA,1064221,,,,,,,8.365977708
PHL,Philippines,MT APO,WRI1001956,109,7.0083,125.0894,Geothermal,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,CARMA,1025096,,,,,,,607.9277135
PHL,Philippines,Mariveles Power Plant,WRI1001875,600,14.4252,120.537,Coal,,,,2013,Sithe GN Power,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,1054104,,,,,,,2271.414337
PHL,Philippines,Mariveles Solar,WRI1030471,18,14.4503,120.5355,Solar,,,,2017,Next Generation Power Technology Corporation,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,0.432692308
PHL,Philippines,Masinloc power station,WRI1001871,660,15.5645,119.9233,Coal,,,,1998,SMC Global Power,GCPT,https://endcoal.org/global-coal-plant-tracker/,GEODB,1023529,,,,,,,2498.555771
PHL,Philippines,Mindanao Steag power station,WRI1001962,232,8.5725,124.7573,Coal,,,,2006,STEAG State Power Inc,GCPT,https://endcoal.org/global-coal-plant-tracker/,GEODB,1051729,,,,,,,878.2802103
PHL,Philippines,Misamis Oriental power station,WRI1029968,405,8.5601,124.7465,Coal,,,,2016,FDC Misimas Power Corp,GCPT,https://endcoal.org/global-coal-plant-tracker/,WRI,1099105,,,,,,,1533.204677
PHL,Philippines,Morong Solar,WRI1030485,5,14.6912,120.2667,Solar,,,,2017,SPARC Solar Powered Agri-Rural Communities Corporation,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,0.120192308
PHL,Philippines,NAC DPP,WRI1030490,10.9,9.7189,125.5081,Oil,,,,2017,Nickel Asia Corporation,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,30.25981227
PHL,Philippines,Naga power complex,WRI1075847,311,10.2175,123.7606,Coal,,,,2001,SPC Power Corp,GCPT,https://endcoal.org/global-coal-plant-tracker/,GCPT,,,,,,,,1177.349765
PHL,Philippines,PACERM-1,WRI1030491,10.5,8.5577,124.508,Oil,,,,2016,PACERM-1 Energy Corporation,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,29.14936044
PHL,Philippines,PALINPINON GPP,WRI1001941,192.5,9.3031,123.2141,Geothermal,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,1023554,,,,,,,1073.633806
PHL,Philippines,PANTABANGAN-MASIWAY,WRI1001901,132,15.8107,121.109,Hydro,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,1023530,,,,,,,354.6158596
PHL,Philippines,PB 101,WRI1001931,32,11.5301,122.3975,Oil,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,CARMA,,,,,,,,88.8361461
PHL,Philippines,PB 104,WRI1001951,32,7.0731,125.6128,Oil,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,CARMA,,,,,,,,88.8361461
PHL,Philippines,PCPC,WRI1029966,135,11.1872,123.121,Coal,,,,2016,Palm Concepcion Power Corporation (PCPC),Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,511.0682258
PHL,Philippines,PEDC Coal,WRI1001923,314,10.7235,122.5961,Coal,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,1188.706836
PHL,Philippines,PETERSVILLE DPP,WRI1001913,9,15.15,120.5833,Oil,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,CARMA,1010181,,,,,,,24.98516609
PHL,Philippines,PULANGI 4,WRI1001961,255,7.7156,125.0236,Hydro,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,GEODB,1023564,,,,,,,685.0533651
PHL,Philippines,Pagbilao power station,WRI1001869,1154,13.8932,121.745,Coal,,,,2004,Team Energy Corp  Therma Power,GCPT,https://endcoal.org/global-coal-plant-tracker/,GEODB,1013255,,,,,,,4368.686908
PHL,Philippines,Palauig Solar,WRI1023906,5,15.4408,119.9856,Solar,,,,2016,SPARC Solar Powered Agri-Rural Communities Corp.,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,0.120192308
PHL,Philippines,Petrosolar,WRI1023898,50.1,15.4467,120.618,Solar,,,,2016,PetroSolar Corporation,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,,,,,,,,1.204326923
PHL,Philippines,Quezon power station,WRI1001873,440,14.2296,121.7558,Coal,,,,2000,Quezon Power Co,GCPT,https://endcoal.org/global-coal-plant-tracker/,GEODB,1024714,,,,,,,1665.703847
PHL,Philippines,SACASOL P1,WRI1001948,21,10.5158,123.4351,Solar,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,WRI,1099858,,,,,,,0.504807692
PHL,Philippines,SAN CARLOS,WRI1001945,8.3,10.9844,122.7711,Biomass,,,,,,Philippines Department of Energy,https://www.doe.gov.ph/list-existing-power-plants,CARMA,1064119,,,,,,,46.30901288
