longitude,latatitude,Name,No,Jenis.Industri,Group Description,Kab.Kota,Provinsi,query,distance_from_jakarta_km
106.9169687,-6.1938928,PT. Tobu Indonesia Steel,297,Reheating Logam,Metal & non-metallic minerals,Kota Jakarta Timur,DKI Jakarta,"Kota Jakarta Timur, DKI Jakarta, Indonesia",8.069958277
106.9177846,-6.2125657,PT. Glaxo Wellcome Indonesia,263,Farmasi,"Pharmacy, Cosmetics, Health",Kota Jakarta Timur,DKI Jakarta,"Kota Jakarta Timur, DKI Jakarta, Indonesia",7.999707272
106.9171547,-6.1999849,PT. FSCM Manufacturing Indonesia,277,Komponen Otomotif,Capital goods & automobile components,Kota Jakarta Timur,DKI Jakarta,"Kota Jakarta Timur, DKI Jakarta, Indonesia",7.978955849
106.9167244,-6.2106818,PT. Wahana Citra Nabati,280,Minyak Goreng,Food & Beverage,Kota Jakarta Timur,DKI Jakarta,"Kota Jakarta Timur, DKI Jakarta, Indonesia",7.874083987
106.912057,-6.2066987,PT. Sinar Meadow International Indonesia,281,Minyak Goreng,Food & Beverage,Kota Jakarta Timur,DKI Jakarta,"Kota Jakarta Timur, DKI Jakarta, Indonesia",7.358281764
106.9109981,-6.1973454,PT. Kemang Food Industries,289,Pengolahan Daging,Agro-based industry,Kota Jakarta Timur,DKI Jakarta,"Kota Jakarta Timur, DKI Jakarta, Indonesia",7.348332041
106.9094037,-6.1946558,PT. Martina Berto,271,Jamu,Food & Beverage,Kota Jakarta Timur,DKI Jakarta,"Kota Jakarta Timur, DKI Jakarta, Indonesia",7.233672049
106.9101527,-6.2000789,"PT. Kimia Farma (Persero), Tbk. - Plant Jakarta",264,Farmasi,"Pharmacy, Cosmetics, Health",Kota Jakarta Timur,DKI Jakarta,"Kota Jakarta Timur, DKI Jakarta, Indonesia",7.209109207
106.9104249,-6.2089883,"PT. Kabelindo Murni, Tbk",273,Kabel,Capital goods & automobile components,Kota Jakarta Timur,DKI Jakarta,"Kota Jakarta Timur, DKI Jakarta, Indonesia",7.174100136
106.904559,-6.1918912,PT. Aneka Tambang (Persero) Tbk. UBPP Logam Mulia,293,Tambang Pengolahan,Power & Energy,Kota Jakarta Timur,DKI Jakarta,"Kota Jakarta Timur, DKI Jakarta, Indonesia",6.78994288
106.9034633,-6.1936444,PT. Danapaint Indonesia,259,Cat,"Petroleum, Chemicals & Plastics",Kota Jakarta Timur,DKI Jakarta,"Kota Jakarta Timur, DKI Jakarta, Indonesia",6.621210325
106.8778706,-6.1621733,PT. Toyota Motor Manufacturing Indonesia - Sunter I Plant,316,Otomotif,Capital goods & automobile components,Kota Jakarta Utara,DKI Jakarta,"Kota Jakarta Utara, DKI Jakarta, Indonesia",6.297184081
106.8778706,-6.1621733,PT. Toyota Motor Manufacturing Indonesia - Sunter II Plant,317,Otomotif,Capital goods & automobile components,Kota Jakarta Utara,DKI Jakarta,"Kota Jakarta Utara, DKI Jakarta, Indonesia",6.297184081
106.7931575,-6.2080591,PT. Ultra Prima Abadi,253,Consumer Goods,Capital goods & automobile components,Kota Jakarta Barat,DKI Jakarta,"Kota Jakarta Barat, DKI Jakarta, Indonesia",5.804052742
106.8780585,-6.172621,PT. Siemens Indonesia,260,Elektronik,Capital goods & automobile components,Kota Jakarta Timur,DKI Jakarta,"Kota Jakarta Timur, DKI Jakarta, Indonesia",5.393701753
106.8783162,-6.1734794,PT. Bintang Toedjoe - Pulogadung,262,Farmasi,"Pharmacy, Cosmetics, Health",Kota Jakarta Timur,DKI Jakarta,"Kota Jakarta Timur, DKI Jakarta, Indonesia",5.342090278
106.8076447,-6.2244553,PT. Heinz ABC Indonesia,255,Makanan dan Minuman,Food & Beverage,Kota Jakarta Barat,DKI Jakarta,"Kota Jakarta Barat, DKI Jakarta, Indonesia",4.548968103
106.8677248,-6.235695,PT. Essence Indonesia,258,Makanan dan Minuman,Food & Beverage,Kota Jakarta Pusat,DKI Jakarta,"Kota Jakarta Pusat, DKI Jakarta, Indonesia",3.870832065
106.8234385,-6.1901916,PT. Sinar Mas Agro Resources & Technology Tbk. - Rungkut Plant,1005,Minyak Goreng,Food & Beverage,Kota Surabaya,Jawa Timur,"Kota Surabaya, Jawa Timur, Indonesia",3.207609833
106.8311446,-6.2143077,PT. Budi Starch & Sweetener (BSSw) - Buyut Ilir,1355,Tapioka,Food & Beverage,Kab. Lampung Tengah,Lampung,"Kab. Lampung Tengah, Lampung, Indonesia",1.714547748
106.8311446,-6.2143077,PT. Budi Starch & Sweetener (BSSw) - Gunung Agung,1356,Tapioka,Food & Beverage,Kab. Lampung Tengah,Lampung,"Kab. Lampung Tengah, Lampung, Indonesia",1.714547748
106.8311446,-6.2143077,PT. Budi Starch & Sweetener (BSSw) - Gunung Batin,1357,Tapioka,Food & Beverage,Kab. Lampung Tengah,Lampung,"Kab. Lampung Tengah, Lampung, Indonesia",1.714547748
106.8311446,-6.2143077,PT. Budi Starch & Sweetener (BSSw) - Agung Dalam,1390,Tapioka,Food & Beverage,Kab. Tulang Bawang,Lampung,"Kab. Tulang Bawang, Lampung, Indonesia",1.714547748
106.8311446,-6.2143077,PT. Budi Starch & Sweetener (BSSw) - Penumangan,1393,Tapioka,Food & Beverage,Kab. Tulang Bawang Barat,Lampung,"Kab. Tulang Bawang Barat, Lampung, Indonesia",1.714547748
106.8311446,-6.2143077,PT. Budi Starch & Sweetener (BSSw) - Unit VI (Kibangyekti),1394,Tapioka,Food & Beverage,Kab. Tulang Bawang Barat,Lampung,"Kab. Tulang Bawang Barat, Lampung, Indonesia",1.714547748
