longitude,latatitude,Name,No,Jenis.Industri,Group Description,Kab.Kota,Provinsi,query,distance_from_jakarta_km
105.9706517,-6.0225497,PT. Pundi Kencana,151,Tepung,Food & Beverage,Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",99.03799023
106.0018947,-5.9209164,PT. Pertamina (Persero) Marketing Operation Region III Depot LPG Tj. Sekong,126,Migas Distribusi,Power & Energy,Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",98.73888973
105.9752979,-6.0192634,PT. Permata Dunia Sukses Utama,118,Gula Rafinasi,Agro-based industry,Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",98.61306826
105.983916,-5.9947979,PT. Krakatau Daya Listrik,148,PLTU,Power & Energy,Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",98.30769067
105.9763893,-6.0292548,PT. Cerestar Flour Mills,150,Tepung,Food & Beverage,Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",98.26198371
105.9984815,-5.963957,PT. Unggul Indah Cahaya,140,Petrokimia,"Petroleum, Chemicals & Plastics",Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",97.64881799
105.9998522,-5.9595318,PT. Dover Chemical,124,Kimia,"Petroleum, Chemicals & Plastics",Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",97.64232543
107.6746852,-6.5073673,PT. Bina Mentari Tunggal,612,Peternakan,Agro-based industry,Kab. Subang,Jawa Barat,"Kab. Subang, Jawa Barat, Indonesia",97.56291988
106.0001234,-5.9613943,PT. Castrol Indonesia,152,Pelumas,"Petroleum, Chemicals & Plastics",Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",97.55466208
105.9909027,-5.99613,PT. Krakatau Posco,131,Peleburan Logam,Metal & non-metallic minerals,Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",97.52135182
105.9999551,-5.9656915,PT. Trinseo Materials Indonesia,143,Petrokimia,"Petroleum, Chemicals & Plastics",Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",97.43825401
106.0012995,-5.9618883,PT. Standar Toyo Polymer (Statomer),136,Petrokimia,"Petroleum, Chemicals & Plastics",Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",97.41420883
105.9988739,-5.9705479,PT. Pertamina (Persero) Marketing Operation Region III TBBM Tanjung Gerem,127,Migas Distribusi,Power & Energy,Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",97.40426096
106.003673,-5.9596453,PT. Tridomain Chemicals,125,Kimia,"Petroleum, Chemicals & Plastics",Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",97.23328519
105.9985972,-5.9778891,PT. Lotte Chemical Titan Nusantara,141,Petrokimia,"Petroleum, Chemicals & Plastics",Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",97.21388097
106.0024324,-5.9666366,PT. MC PET Film Indonesia,122,Kimia,"Petroleum, Chemicals & Plastics",Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",97.14553154
106.0048753,-5.9693207,PT. Mitsubishi Chemical Indonesia,134,Petrokimia,"Petroleum, Chemicals & Plastics",Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",96.8028485
106.003148,-5.9760128,PT. BP Petrochemicals Indonesia,133,Petrokimia,"Petroleum, Chemicals & Plastics",Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",96.78402729
105.9987602,-5.9945716,PT. Cabot Indonesia,120,Kimia,"Petroleum, Chemicals & Plastics",Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",96.72060643
106.5456043,-7.0239152,PT. Indonesia Power Unit Jasa Pembangkitan Jabar 2 Pelabuhan Ratu,629,PLTU,Power & Energy,Kab. Sukabumi,Jawa Barat,"Kab. Sukabumi, Jawa Barat, Indonesia",96.61563099
106.0327603,-5.894533,PT. Indonesia Power Unit Jasa Pembangkitan Cilegon,146,PLTGU,Power & Energy,Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",96.54052887
106.0327603,-5.894533,PT. Indonesia Power Unit Pembangkitan Suralaya,147,PLTU,Power & Energy,Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",96.54052887
106.0327603,-5.894533,PT. Indonesia Power Unit Jasa Pembangkitan Banten 1 Suralaya,149,PLTU,Power & Energy,Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",96.54052887
106.0111022,-5.9973447,PT. NS BlueScope Indonesia,128,Pelapisan Logam,Metal & non-metallic minerals,Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",95.32032405
106.0094553,-6.0076382,PT. Clariant Indonesia - Tangerang Plant,139,Petrokimia,"Petroleum, Chemicals & Plastics",Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",95.22020386
106.04953,-5.8853118,PT. Lestari Banten Energi,73,PLTU,Power & Energy,Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",95.1968564
106.0101266,-6.0085926,PT. Archroma Indonesia,137,Petrokimia,"Petroleum, Chemicals & Plastics",Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",95.1229606
106.0129685,-6.0008873,PT. Hitachi Metal Indonesia,153,Magnet,Metal & non-metallic minerals,Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",95.0230557
106.014,-6.00322,PT. Rohm and Haas Indonesia,135,Petrokimia,"Petroleum, Chemicals & Plastics",Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",94.84915168
106.0131097,-6.0082595,PT. Pelat Timah Nusantara,130,Pelapisan Logam,Metal & non-metallic minerals,Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",94.81073847
106.0227912,-5.9944299,PT. Seamless Pipe Indonesia Jaya,145,Pipa,"Cement, Steel & heavy industry",Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",94.14903024
106.020118,-6.0064627,PT. Karunia Berca Indonesia,129,Pelapisan Logam,Metal & non-metallic minerals,Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",94.10480149
106.0646443,-5.8838347,PT. Merak Energi Indonesia,72,PLTD,Power & Energy,Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",93.71359057
106.0665332,-5.8837743,PT. BASF Indonesia,58,Kimia,"Petroleum, Chemicals & Plastics",Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",93.52333242
106.0658372,-5.887683,PT. Inti Everspring Indonesia,67,Pestisida,"Petroleum, Chemicals & Plastics",Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",93.42677513
106.067541,-5.886296,PT. Sulfindo Adiusaha,55,Kimia,"Petroleum, Chemicals & Plastics",Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",93.31193098
106.071321,-5.888224,PT. Styrindo Mono Indonesia,69,Petrokimia,"Petroleum, Chemicals & Plastics",Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",92.84299047
106.0716408,-5.8890458,PT. Nufarm Indonesia,68,Pestisida,"Petroleum, Chemicals & Plastics",Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",92.77511585
106.0755468,-5.8910271,PT. Gajah Tunggal Div. SBR,57,Kimia,"Petroleum, Chemicals & Plastics",Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",92.29105981
106.0377535,-6.0094918,PT. Krakatau Steel (Persero),132,Peleburan Logam,Metal & non-metallic minerals,Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",92.12865798
106.078804,-5.8949008,"PT. Polychem Indonesia, Tbk.",54,Kimia,"Petroleum, Chemicals & Plastics",Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",91.79284769
107.6047385,-6.5020787,PT. Anugrah Mutu Bersama,611,Pengolahan Kedelai,Agro-based industry,Kab. Subang,Jawa Barat,"Kab. Subang, Jawa Barat, Indonesia",90.11129736
107.5998958,-6.503734,PT. Perkebunan Nusantara VIII Kebun Jalupang,609,Karet,Petrochemicals & Plastics,Kab. Subang,Jawa Barat,"Kab. Subang, Jawa Barat, Indonesia",89.67932339
106.0757749,-5.9648622,"PT. Perusahaan Gas Negara (Persero), Tbk SBU Transmisi Sumatera-Jawa Stasiun Pagardewa",1818,Migas Distribusi,Power & Energy,Jalur Grissik â€“ Pagardewa â€“ Labuhan Maringgai â€“ Muara Bekasi dan jalur  Pagardewa â€“ Labuhan Maringgai â€“ Bojonegara,Sumatera Selatan,"Jalur Grissik â€“ Pagardewa â€“ Labuhan Maringgai â€“ Muara Bekasi dan jalur  Pagardewa â€“ Labuhan Maringgai â€“ Bojonegara, Sumatera Selatan, Indonesia",89.4341593
106.1076103,-5.9280787,PT. Gunanusa Utama Fabricators,117,Fabrikasi,Textile & Clothing,Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",87.46364228
106.1035484,-5.9402264,PT. Duta Sugar International,119,Gula Rafinasi,Agro-based industry,Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",87.4112472
106.1082279,-5.9322182,PT. Cilegon Fabricators,116,Fabrikasi,Textile & Clothing,Kota Cilegon,Banten,"Kota Cilegon, Banten, Indonesia",87.23582205
106.0986292,-5.9682446,PT. Angels Products,46,Gula Rafinasi,Agro-based industry,Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",86.91018054
106.8468603,-6.9842797,PT. Kino Indonesia Tbk,622,Kosmetik dan Household,"Pharmacy, Cosmetics, Health",Kab. Sukabumi,Jawa Barat,"Kab. Sukabumi, Jawa Barat, Indonesia",86.33019229
107.5640628,-6.5026847,PT. Papertech Indonesia,610,Kertas,"Wood, Leather & Paper",Kab. Subang,Jawa Barat,"Kab. Subang, Jawa Barat, Indonesia",85.95803649
106.8583684,-6.9767954,PT. Semen Jawa (SCG),630,Semen,"Cement, Steel & heavy industry",Kab. Sukabumi,Jawa Barat,"Kab. Sukabumi, Jawa Barat, Indonesia",85.50859129
106.8306239,-6.9748194,PT. Glostar Indonesia 2,393,Sepatu,Capital goods & automobile components,Kab. Sukabumi,Jawa Barat,"Kab. Sukabumi, Jawa Barat, Indonesia",85.29304107
106.7502367,-6.9516503,PT. Perkebunan Nusantara VIII Kebun Cibungur,620,Karet,Petrochemicals & Plastics,Kab. Sukabumi,Jawa Barat,"Kab. Sukabumi, Jawa Barat, Indonesia",83.36747537
107.5359516,-6.4997116,"PT. Japfa Comfeed Indonesia, Tbk Unit Purwakarta",601,Pakan Ternak,Food & Beverage,Kab. Purwakarta,Jawa Barat,"Kab. Purwakarta, Jawa Barat, Indonesia",82.96093855
107.509192,-6.499374,PT. Gistex Chewon Synthetic,603,Tekstil,Textile & Clothing,Kab. Purwakarta,Jawa Barat,"Kab. Purwakarta, Jawa Barat, Indonesia",80.22850115
106.9456097,-6.921532,PT. So Good Food,392,Makanan dan Minuman,Food & Beverage,Kab. Sukabumi,Jawa Barat,"Kab. Sukabumi, Jawa Barat, Indonesia",80.11217092
107.5093082,-6.4962504,PT. Gistex,604,Tekstil,Textile & Clothing,Kab. Purwakarta,Jawa Barat,"Kab. Purwakarta, Jawa Barat, Indonesia",80.10091367
106.1302729,-6.2890435,PT. Sinar Sosro Pabrik Pandeglang,45,Makanan dan Minuman,Food & Beverage,Kab. Pandeglang,Banten,"Kab. Pandeglang, Banten, Indonesia",79.65947739
107.5092988,-6.468161,PT. Perkebunan Nusantara VIII Kebun Cikumpay,595,Karet,Petrochemicals & Plastics,Kab. Purwakarta,Jawa Barat,"Kab. Purwakarta, Jawa Barat, Indonesia",78.90461106
107.22389,-6.8040993,PT. Pouyen Indonesia,395,Sepatu,Capital goods & automobile components,Kab. Sukabumi,Jawa Barat,"Kab. Sukabumi, Jawa Barat, Indonesia",78.37477965
107.0398491,-6.8666639,PT. Tirta Investama Pabrik Cianjur,538,Air Minum Dalam Kemasan,Food & Beverage,Kab. Cianjur,Jawa Barat,"Kab. Cianjur, Jawa Barat, Indonesia",76.32301602
107.0226244,-6.8670352,PT. Pratama Abadi Industri - Suka Bumi,394,Sepatu,Capital goods & automobile components,Kab. Sukabumi,Jawa Barat,"Kab. Sukabumi, Jawa Barat, Indonesia",75.84878545
107.2843726,-6.7293375,PLTA Cirata,427,PLTA,Power & Energy,Kab. Bandung Barat,Jawa Barat,"Kab. Bandung Barat, Jawa Barat, Indonesia",75.58867769
107.4809375,-6.4339069,"PT. Indofood CBP Sukses Makmur, Tbk (Food Ingredients Division) Purwakarta Branch",598,Makanan dan Minuman,Food & Beverage,Kab. Purwakarta,Jawa Barat,"Kab. Purwakarta, Jawa Barat, Indonesia",74.62977889
106.9535691,-6.8649236,PT. Perkebunan Nusantara VIII Pabrik CR I Sukamaju,621,Karet,Petrochemicals & Plastics,Kab. Sukabumi,Jawa Barat,"Kab. Sukabumi, Jawa Barat, Indonesia",74.01302508
107.4101544,-6.5531083,"PT. Indo-Rama Synthetics, Tbk.",606,Polyester,Textile & Clothing,Kab. Purwakarta,Jawa Barat,"Kab. Purwakarta, Jawa Barat, Indonesia",73.28158124
107.458,-6.44845,PT. Besland Pertiwi (Kawasan Industri Kota Bukit Indah),596,Kawasan Industri,"Cement, Steel & heavy industry",Kab. Purwakarta,Jawa Barat,"Kab. Purwakarta, Jawa Barat, Indonesia",72.8209092
107.4524582,-6.4514776,PT. Nissan Motor Indonesia,599,Otomotif,Capital goods & automobile components,Kab. Purwakarta,Jawa Barat,"Kab. Purwakarta, Jawa Barat, Indonesia",72.37570641
107.4543829,-6.4434397,"PT. Indopoly Swakarsa Industry, Tbk.",602,Plastik,"Wood, Leather & Paper",Kab. Purwakarta,Jawa Barat,"Kab. Purwakarta, Jawa Barat, Indonesia",72.24544777
107.4528902,-6.4444167,PT. Indofood CBP Sukses Makmur (Div.Biskuit),597,Makanan dan Minuman,Food & Beverage,Kab. Purwakarta,Jawa Barat,"Kab. Purwakarta, Jawa Barat, Indonesia",72.13091652
107.4486858,-6.4469761,PT. Hino Motors Manufacturing Indonesia,600,Otomotif,Capital goods & automobile components,Kab. Purwakarta,Jawa Barat,"Kab. Purwakarta, Jawa Barat, Indonesia",71.80236794
106.215626,-6.1352,PT. Intercipta Kimia Pratama,51,Kimia,"Petroleum, Chemicals & Plastics",Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",70.20104402
107.4437658,-6.4000716,PT. Pertamina (Persero) Marketing Operation Region III TBBM Cikampek,578,Migas Distribusi,Power & Energy,Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",69.52679034
106.7819263,-6.8299042,PT. Triusaha Mitraraharja,626,Makanan dan Minuman,Food & Beverage,Kab. Sukabumi,Jawa Barat,"Kab. Sukabumi, Jawa Barat, Indonesia",69.50275913
107.4305817,-6.4338705,PT. Astra Honda Motor Karawang Plant,587,Otomotif,Capital goods & automobile components,Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",69.40562341
107.4004085,-6.4951211,PT. South Pacific Viscose,605,Rayon,Textile & Clothing,Kab. Purwakarta,Jawa Barat,"Kab. Purwakarta, Jawa Barat, Indonesia",69.16568818
107.4311674,-6.4090655,PT. Clariant Kujang Catalysts,563,Kimia,"Petroleum, Chemicals & Plastics",Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",68.51986289
107.4296466,-6.4124416,PT. Pupuk Kujang,589,Pupuk,Agro-based industry,Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",68.48408079
107.4187869,-6.4244492,PT. Indotaisei Indah Development,557,Kawasan Industri,"Cement, Steel & heavy industry",Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",67.81242189
107.4170316,-6.4216795,PT. Indonesia Nippon Steel Pipe,572,Komponen Otomotif,Capital goods & automobile components,Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",67.5221405
107.4144587,-6.4196912,"PT. Honda Precision Parts, MFG",583,Otomotif,Capital goods & automobile components,Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",67.17808523
106.772139,-6.8067244,PT. Kariyana Gita Utama,627,Peternakan,Agro-based industry,Kab. Sukabumi,Jawa Barat,"Kab. Sukabumi, Jawa Barat, Indonesia",67.05873193
107.4060214,-6.4198055,PT. Sumi Rubber Indonesia,553,Ban,Capital goods & automobile components,Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",66.30873183
106.7654591,-6.7959749,PT. Asia Health Energi Beverages,624,Makanan dan Minuman,Food & Beverage,Kab. Sukabumi,Jawa Barat,"Kab. Sukabumi, Jawa Barat, Indonesia",65.96629302
107.404119,-6.415888,"PT. Asahimas Flat Glass, Tbk. Cikampek Plant",556,Kaca,Glass,Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",65.95845088
106.7617984,-6.7918143,PT. Tirta Investama - Babakan Pari,619,Air Minum Dalam Kemasan,Food & Beverage,Kab. Sukabumi,Jawa Barat,"Kab. Sukabumi, Jawa Barat, Indonesia",65.56338384
106.7780507,-6.7935841,PT. Aqua Golden Mississippi,512,Air Minum Dalam Kemasan,Food & Beverage,Kab. Bogor,Jawa Barat,"Kab. Bogor, Jawa Barat, Indonesia",65.52922696
106.7780507,-6.7935841,PT. Aqua Golden Mississippi Mekarsari,618,Air Minum Dalam Kemasan,Food & Beverage,Kab. Sukabumi,Jawa Barat,"Kab. Sukabumi, Jawa Barat, Indonesia",65.52922696
106.6457332,-6.7416681,PT. Indonesia Power UPJP Kamojang Unit PLTP Gunung Salak,537,PLTP,Power & Energy,"Kab. Bogor, Kab. Sukabumi",Jawa Barat,"Kab. Bogor, Kab. Sukabumi, Jawa Barat, Indonesia",63.30795622
106.7829275,-6.7737251,PT. Yakult Indonesia Persada,633,Susu,Food & Beverage,Kab. Sukabumi,Jawa Barat,"Kab. Sukabumi, Jawa Barat, Indonesia",63.27210353
106.7821054,-6.7721911,PT. Indolakto Factory Cicurug Milk,631,Susu,Food & Beverage,Kab. Sukabumi,Jawa Barat,"Kab. Sukabumi, Jawa Barat, Indonesia",63.11242454
106.7821054,-6.7721911,PT. Indolakto Factory Ice Cream,632,Susu,Food & Beverage,Kab. Sukabumi,Jawa Barat,"Kab. Sukabumi, Jawa Barat, Indonesia",63.11242454
106.7800495,-6.7706399,PT. Djojonegoro C-1000,625,Makanan dan Minuman,Food & Beverage,Kab. Sukabumi,Jawa Barat,"Kab. Sukabumi, Jawa Barat, Indonesia",62.96659976
106.7908375,-6.7664802,PT. Amerta Indah Otsuka,623,Makanan dan Minuman,Food & Beverage,Kab. Sukabumi,Jawa Barat,"Kab. Sukabumi, Jawa Barat, Indonesia",62.37950764
106.673137,-6.7409489,Star Energy Geothermal (Salak) Ltd.,628,PLTP,Power & Energy,Kab. Sukabumi,Jawa Barat,"Kab. Sukabumi, Jawa Barat, Indonesia",62.23805945
106.801837,-6.765747,"PT. Akasha Wira International, Tbk.",511,Air Minum Dalam Kemasan,Food & Beverage,Kab. Bogor,Jawa Barat,"Kab. Bogor, Jawa Barat, Indonesia",62.19177775
107.370772,-6.3896581,PT. Heinz ABC Indonesia - Plant Karawang,574,Makanan dan Minuman,Food & Beverage,Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",61.49925689
107.3690638,-6.3869832,PT. ABC President Indonesia,573,Makanan dan Minuman,Food & Beverage,Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",61.22370344
106.5641974,-6.6633428,PT. Aneka Tambang (Persero) Tbk. Unit Bisnis Pertambangan Emas Pongkor,535,Tambang Mineral,Metal & non-metallic minerals,Kab. Bogor,Jawa Barat,"Kab. Bogor, Jawa Barat, Indonesia",59.41102257
106.3146436,-6.1853215,"PT. Malindo Feedmill, Tbk - Unit Cikande",65,Pakan Ternak,Food & Beverage,Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",58.81821623
107.3496692,-6.3716856,PT. Changsin Indonesia,590,Sepatu,Capital goods & automobile components,Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",58.64963784
107.332499,-6.4111126,PT. Musashi Auto Parts Indonesia,571,Komponen Otomotif,Capital goods & automobile components,Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",58.39265309
106.320619,-6.185227,PT. Mitsuba Indonesia-Serang,52,Kimia,"Petroleum, Chemicals & Plastics",Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",58.15806149
106.320984,-6.180976,PT. Indonesia Nippon Seiki,59,Otomotif,Capital goods & automobile components,Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",58.14119725
106.3229458,-6.1611635,PT. Nikomas Gemilang,49,Kawasan Industri,"Cement, Steel & heavy industry",Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",58.08502134
106.3212056,-6.1941555,PT. Samator,77,Gas,Oil & Gas refining,Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",58.05638285
107.3346059,-6.3964754,PT. Bridgestone Tire Indonesia - Karawang Plant,552,Ban,Capital goods & automobile components,Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",58.00177446
107.3360942,-6.391261,PT. Bekaert Indonesia,579,Otomotif,Capital goods & automobile components,Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",57.94964227
107.3443014,-6.3637479,PT. Inni Pioneer Food Industry,575,Makanan dan Minuman,Food & Beverage,Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",57.8156941
107.3440611,-6.3626325,PT. Trigunapratama Abadi,561,Kertas,"Wood, Leather & Paper",Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",57.75342658
107.3334442,-6.3828035,PT. Suryacipta Swadaya,559,Kawasan Industri,"Cement, Steel & heavy industry",Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",57.3506835
107.3315951,-6.3829258,PT. JVC Electronics Indonesia,554,Elektronik,Capital goods & automobile components,Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",57.16276411
106.8221679,-6.7213579,PT. Futami Food & Beverages,522,Makanan dan Minuman,Food & Beverage,Kab. Bogor,Jawa Barat,"Kab. Bogor, Jawa Barat, Indonesia",57.12058679
107.3306615,-6.3821501,PT. Chunpao Steel Indonesia,588,Pengolahan Logam,Metal & non-metallic minerals,Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",57.03635553
106.330664,-6.1886654,"PT. Charoen Pokhpand Indonesia, Tbk - Cikande",66,Pengolahan Daging,Agro-based industry,Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",57.03105908
106.3334023,-6.1856625,PT. Yasunaga Indonesia,60,Otomotif,Capital goods & automobile components,Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",56.74257755
106.3337625,-6.1797279,PT. Cargill Indonesia Serang,64,Pakan Ternak,Food & Beverage,Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",56.73687289
106.3384517,-6.1815503,PT. Parkland World Indonesia,74,Sepatu,Capital goods & automobile components,Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",56.20737628
106.3402376,-6.1658716,PT. Cheil Jedang Superfeed,62,Pakan Ternak,Food & Beverage,Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",56.13230676
106.3414124,-6.1562043,PT. Arwana Nuansakeramik - Serang Plant,50,Keramik,Capital goods & automobile components,Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",56.10526772
106.339588,-6.184971,PT. Astrindo Lestari Kimia,56,Kimia,"Petroleum, Chemicals & Plastics",Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",56.06234514
107.3133727,-6.3809674,PT. Chemco Harapan Nusantara,568,Komponen Otomotif,Capital goods & automobile components,Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",55.19422997
106.3505182,-6.2615489,PT. Platinum Resins Indonesia,53,Kimia,"Petroleum, Chemicals & Plastics",Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",55.10033861
106.8292881,-6.7025903,PT. Tirta Fresindo Jaya - Cimande Plant,524,Makanan dan Minuman,Food & Beverage,Kab. Bogor,Jawa Barat,"Kab. Bogor, Jawa Barat, Indonesia",55.00215808
106.3513359,-6.2600008,PT. Mega Kharisma Makmur,48,Kabel,Capital goods & automobile components,Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",54.99230715
106.3520475,-6.2603609,PT. Citra Mahasurya Industries,47,Kabel,Capital goods & automobile components,Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",54.91814541
107.3155908,-6.3641536,PT. Honda Prospect Motor,584,Otomotif,Capital goods & automobile components,Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",54.80602662
106.8323991,-6.6989111,PT. Tirta Fresindo Jaya,513,Air Minum Dalam Kemasan,Food & Beverage,Kab. Bogor,Jawa Barat,"Kab. Bogor, Jawa Barat, Indonesia",54.58252466
106.3560023,-6.230356,PT. Japfa Comfeed Indonesia Tbk - Serang,63,Pakan Ternak,Food & Beverage,Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",54.23415046
106.3568408,-6.2315855,PT. Dystar Colours Indonesia - Gabus Plant,71,Pewarna Tekstil,Textile & Clothing,Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",54.14763563
106.8405158,-6.6949988,PT. Tirta Investama (Aqua) Ciherang,510,Air Minum Dalam Kemasan,Food & Beverage,Kab. Bogor,Jawa Barat,"Kab. Bogor, Jawa Barat, Indonesia",54.13039749
106.8405158,-6.6949988,PT. Tirta Investama - Bogor,514,Air Minum Dalam Kemasan,Food & Beverage,Kab. Bogor,Jawa Barat,"Kab. Bogor, Jawa Barat, Indonesia",54.13039749
106.3614062,-6.2224005,PT. Wonokoyo Jaya Kusuma - Cikande Serang,61,Pakan Ternak,Food & Beverage,Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",53.60474534
107.3137752,-6.3230963,PT. Pindo Deli Pulp And Paper Mills 1,560,Kertas,"Wood, Leather & Paper",Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",53.34629824
106.3641373,-6.214159,PT. Colorindo Aneka Chemicals,70,Pewarna Tekstil,Textile & Clothing,Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",53.28481047
106.3643969,-6.220144,PT. Sari Daya Plasindo,76,Plastizer,"Petroleum, Chemicals & Plastics",Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",53.26746093
107.301487,-6.3567021,PT. Exedy Manufacturing Indonesia,569,Komponen Otomotif,Capital goods & automobile components,Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",53.0645645
107.2927212,-6.3740307,PT. Sharp Electronics Indonesia,555,Elektronik,Capital goods & automobile components,Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",52.78358863
106.3690599,-6.2278723,PT. Shinta Woo Sung,75,Tekstil,Textile & Clothing,Kab. Serang,Banten,"Kab. Serang, Banten, Indonesia",52.77885788
106.845839,-6.680349,PT. Jakarana Tama - Bogor,523,Makanan dan Minuman,Food & Beverage,Kab. Bogor,Jawa Barat,"Kab. Bogor, Jawa Barat, Indonesia",52.49667557
107.2948483,-6.3566023,PT. Toyota Motor Manufacturing Indonesia - Karawang Plant,585,Otomotif,Capital goods & automobile components,Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",52.36326581
107.2787734,-6.3621588,PT. Indonesia Nikka Chemicals (Inkali),564,Kimia,"Petroleum, Chemicals & Plastics",Kab. Karawang,Jawa Barat,"Kab. Karawang, Jawa Barat, Indonesia",50.88177191
