Reference/ PlantID,lon,lat,Nama Perusahaan,Kab.Kota,Provinsi,distance_from_jakarta_km,Jenis Industri,General Industri Group,Capacity,Unit,Generation (MWh),Fuel,Consumption,Product/Production,Amount,Cross-Check Industry,Note,Source
3394254,107.4367,-6.41252,Cikampek Paper Mill,,,,"Toilet/Facial Tissues, Towel/Napkins Stock & Similar Paper For Household/Sanitary Purposes, Cellulose Wadding & Webs Cellulose Fiber","Pulp, Paper & Wood",2800000,T/yr,,,,,,,PT Graha Bumi Hijau,https://www.industrialinfo.com/
3393697,112.6734,-7.34909,Surabaya Paper Mill,,,,,"Pulp, Paper & Wood",,,,,,,,,PT Suparma Tbk,https://www.industrialinfo.com/
3392411,106.9541,-6.43132,Bogor Paper Mill,,,,Pulps Of Fibers Derived From Recovered (Waste And Scrap) Paper Or Paperboard,"Pulp, Paper & Wood",105000,T/yr,,,,,,,Korindo Group,https://www.industrialinfo.com/
3440507,112.6057,-7.36726,Gresik Paper Mill,,,,,"Pulp, Paper & Wood",,,,,,,,,PT Fajar Surya Wisesa Tbk,https://www.industrialinfo.com/
3393121,107.5926,-7.03839,Arjasari Paper Mill (Bandung),,,,"Paper And Paperboard, Nesoi, Embossed Or Perforated, In Rolls Or Sheets","Pulp, Paper & Wood",35000,T/yr,,,,,,,PT Papyrus Sakti Paper Mill,https://www.industrialinfo.com/
3394067,106.6399,-6.15143,Tangerang Paper Mill,,,,Sanitary Food And Beverage Containers Of Corrugated Paper Or Paperboard,"Pulp, Paper & Wood",1.05E+08,T/yr,,,,,,,PT Pola Paperindo Jayatama,https://www.industrialinfo.com/
1063507,112.5611,-7.39399,PLTU Adiprima Suraprinta,,,,,"Pulp, Paper & Wood",,,,,,,,,PT Jawa Pos,https://www.industrialinfo.com/
3008918,107.1224,-6.27207,Cikarang Paper Mill,,,,"Paper And Paperboard, Nesoi, Embossed Or Perforated, In Rolls Or Sheets","Pulp, Paper & Wood",883750,T/yr,,,,,,,PT Fajar Surya Wisesa Tbk,https://www.industrialinfo.com/
3426639,112.6047,-7.5658,Mojokerto Sanitary Product,,,,,"Pulp, Paper & Wood",,,,,,,,,Unicharm Corporation,https://www.industrialinfo.com/
3390568,113.1893,-8.17422,Lumajang Sawmill,,,,,"Pulp, Paper & Wood",,,,,,,,,Mustikatama Group,https://www.industrialinfo.com/
3124960,105.2784,-2.74822,Palembang Paper Mill (OKI),,,,Semichemical Pulps Of Other Fibrous Cellulosic Material (Air Dry Weight),"Pulp, Paper & Wood",2940000,T/yr,,,,,,,Sinar Mas Group,https://www.industrialinfo.com/
3390450,106.9636,-6.38303,Bogor Paper Mill,,,,"Paper And Paperboard, Nesoi, Embossed Or Perforated, In Rolls Or Sheets","Pulp, Paper & Wood",21000,T/yr,,,,,,,PT Sinar Hoperindo,https://www.industrialinfo.com/
3390337,110.9995,-6.77211,Pati Paper Mill,,,,"Paper And Paperboard, Nesoi, Embossed Or Perforated, In Rolls Or Sheets","Pulp, Paper & Wood",70000,T/yr,,,,,,,PT Sinar Indah Kertas,https://www.industrialinfo.com/
3391024,112.6419,-7.56421,Mojokerto Paper Mill,,,,"Toilet/Facial Tissues, Towel/Napkins Stock & Similar Paper For Household/Sanitary Purposes, Cellulose Wadding & Webs Cellulose Fiber","Pulp, Paper & Wood",56000,T/yr,,,,,,,PT Sopanusa Tissue & Packaging Sarana Sukses,https://www.industrialinfo.com/
1042127,101.6224,0.684316,Perawang Pulp and Paper Mill,,,,Semichemical Pulps Of Other Fibrous Cellulosic Material (Air Dry Weight),"Pulp, Paper & Wood",3080000,T/yr,,,,,,,Sinar Mas Group,https://www.industrialinfo.com/
3391036,112.6022,-7.5236,Mojokerto Paper Mill,,,,"Toilet/Facial Tissues, Towel/Napkins Stock & Similar Paper For Household/Sanitary Purposes, Cellulose Wadding & Webs Cellulose Fiber","Pulp, Paper & Wood",243000,T/yr,,,,,,,PT Sopanusa Tissue & Packaging Sarana Sukses,https://www.industrialinfo.com/
3389625,107.0396,-6.1961,Bekasi Paper Mill,,,,"Paper And Paperboard, Nesoi, Embossed Or Perforated, In Rolls Or Sheets","Pulp, Paper & Wood",49000,T/yr,,,,,,,PT Pabrik Kertas Noree Indonesia,https://www.industrialinfo.com/
3386676,112.7391,-7.58132,Pasuruan Paper Mill,,,,"Paper And Paperboard, Nesoi, Embossed Or Perforated, In Rolls Or Sheets","Pulp, Paper & Wood",227500,T/yr,,,,,,,PT Buana Megah Paper Mills,https://www.industrialinfo.com/
3386957,136.7567,-1.82175,Kurunui Sawmill,,,,,"Pulp, Paper & Wood",,,,,,,,,PT Sinar Wijaya Group,https://www.industrialinfo.com/
3386765,106.4654,-6.21746,Tangerang Paper Mill,,,,,"Pulp, Paper & Wood",,,,,,,,,PT Satyamitra Kemas Lestari Tbk,https://www.industrialinfo.com/
3386696,112.6106,-7.52992,Mojokerto Paper Mill,,,,"Corrugated Paper And Paperboard, Whether Or Not Perforated, Nesoi, In Rolls Or Sheets","Pulp, Paper & Wood",110000,T/yr,,,,,,,PT Mega Surya Eratama,https://www.industrialinfo.com/
3386412,112.6782,-7.6311,Pasuruan Sawmill,,,,,"Pulp, Paper & Wood",,,,,,,,,PT Kreasi Indah Cemerlang,https://www.industrialinfo.com/
3434322,107.1976,-6.39532,Cikarang Nappy Plant,,,,,"Pulp, Paper & Wood",,,,,,,,,PT Indofood Sukses Makmur Tbk,https://www.industrialinfo.com/
3271485,112.6339,-7.18999,Gresik Sawmill,,,,,"Pulp, Paper & Wood",,,,,,,,,PT Achmadi Pasca Perintis,https://www.industrialinfo.com/
3432137,107.838,-6.54575,Subang Paper Mill,,,,"Corrugated Paper And Paperboard, Whether Or Not Perforated, Nesoi, In Rolls Or Sheets","Pulp, Paper & Wood",70000,T/yr,,,,,,,PT Eco Paper Indonesia,https://www.industrialinfo.com/
3425390,107.2777,-6.37182,Cikarang Sanitary Product,,,,,"Pulp, Paper & Wood",,,,,,,,,Unicharm Corporation,https://www.industrialinfo.com/
3397499,107.6887,-6.97529,Bandung Paper Mill,,,,"Paper And Paperboard, Nesoi, Embossed Or Perforated, In Rolls Or Sheets","Pulp, Paper & Wood",119000,T/yr,,,,,,,PT Kertas Trimitra Mandiri,https://www.industrialinfo.com/
3374101,106.6485,-6.24542,PT Dian Swastatika Sentosa Tbk Plant Tangerang,,,,,"Pulp, Paper & Wood",,,,,,,,,PT Dian Swastatika Sentosa Tbk.,https://www.industrialinfo.com/
3378129,107.3168,-6.32023,Karawang Paper Mill (Pindo-1),,,,,"Pulp, Paper & Wood",,,,,,,,,Sinar Mas Group,https://www.industrialinfo.com/
3378133,107.2268,-6.41692,Karawang Paper Mill (Pindo-3),,,,,"Pulp, Paper & Wood",,,,,,,,,Sinar Mas Group,https://www.industrialinfo.com/
3398422,112.5704,-7.52822,Mojokerto Paper Mill,,,,"Paper And Paperboard For Writing, Printing And Other Graphic Purposes, Nesoi, Clay Coated, Nov 10% Mech Fibers, Weighing Not Over 15","Pulp, Paper & Wood",350000,T/yr,,,,,,,PT Saraswanti Paper Indah,https://www.industrialinfo.com/
3421634,106.5347,-6.21649,Cikupa Nappy Plant,,,,,"Pulp, Paper & Wood",,,,,,,,,PT Zensei Indonesia,https://www.industrialinfo.com/
3421627,112.6291,-7.35408,Gresik Nappy Plant,,,,,"Pulp, Paper & Wood",,,,,,,,,PT Zensei Indonesia,https://www.industrialinfo.com/
1032259,101.8896,0.440343,Pelalawan Paper Mill (Kerinci),,,,Semichemical Pulps Of Other Fibrous Cellulosic Material (Air Dry Weight),"Pulp, Paper & Wood",3115000,T/yr,,,,,,,Asia Pacific Resources International Limited,https://www.industrialinfo.com/
3398797,112.0263,-7.75341,Kediri Paper Mill,,,,"Paper And Paperboard, Nesoi, Embossed Or Perforated, In Rolls Or Sheets","Pulp, Paper & Wood",175000,T/yr,,,,,,,PT Surya Pamenang,https://www.industrialinfo.com/
3357733,107.7011,-6.93552,Bandung Paper Mill,,,,"Corrugated Paper And Paperboard, Whether Or Not Perforated, Nesoi, In Rolls Or Sheets","Pulp, Paper & Wood",192500,T/yr,,,,,,,Sinar Mas Group,https://www.industrialinfo.com/
3417604,106.5969,-6.15285,Tangerang Paper Mill,,,,"Kraft Paper And Paperboard Other Than Graphic Purposes, Clay Coated, Unbleached, In Rolls Or Sheets","Pulp, Paper & Wood",35000,T/yr,,,,,,,PT Indo Paper Prima Jaya,https://www.industrialinfo.com/
3417217,112.6555,-7.35353,Gresik Paper Mill,,,,"Corrugated Paper And Paperboard, Whether Or Not Perforated, Nesoi, In Rolls Or Sheets","Pulp, Paper & Wood",175000,T/yr,,,,,,,PT Surabaya Mekabox,https://www.industrialinfo.com/
3416875,112.6408,-7.56686,Mojokerto Paper Mill,,,,Pulps Of Fibers Derived From Recovered (Waste And Scrap) Paper Or Paperboard,"Pulp, Paper & Wood",35000,T/yr,,,,,,,PT Star Paper Supply,https://www.industrialinfo.com/
3321801,107.3417,-6.37686,Karawang Paper Mill (Pindo-2),,,,,"Pulp, Paper & Wood",,,,,,,,,Sinar Mas Group,https://www.industrialinfo.com/
3113042,112.4709,-7.43718,Sidoarjo Paper Mill,,,,Pulps Of Fibers Derived From Recovered (Waste And Scrap) Paper Or Paperboard,"Pulp, Paper & Wood",120000,T/yr,,,,,,,Sinar Mas Group,https://www.industrialinfo.com/
3117780,106.2874,-6.13374,Serang Paper Mill,,,,"Kraft Paper And Paperboard, Uncoated, Nesoi, Unbleached, Weighing 150 G/M2, In Rolls Or Sheets","Pulp, Paper & Wood",549500,T/yr,,,,,,,Sinar Mas Group,https://www.industrialinfo.com/
3099301,112.5648,-7.47784,Mojokerto Paper Mill,,,,,"Pulp, Paper & Wood",,,,,,,,,PT Pabrik Kertas Indonesia,https://www.industrialinfo.com/
3118093,98.80381,3.569025,Lubukpakam Paper Mill,,,,"Paper And Paperboard, Nesoi, Embossed Or Perforated, In Rolls Or Sheets","Pulp, Paper & Wood",75600,T/yr,,,,,,,PT Evergreen International Paper,https://www.industrialinfo.com/
3154271,107.274,-6.29818,Karawang Specialty Paper and Packaging,,,,"Cigarette Paper, Whether Or Not Cut To Size, Nesoi","Pulp, Paper & Wood",47250,T/yr,,,,,,,PT Bukit Muria Jaya,https://www.industrialinfo.com/
3411154,107.5605,-6.48315,Subang Paper Mill,,,,,"Pulp, Paper & Wood",,,,,,,,,PT Pelita Cengkareng Paper,https://www.industrialinfo.com/
3410672,104.6688,-3.18605,Palembang Medium-Density Fiberboard Mill,,,,,"Pulp, Paper & Wood",,,,,,,,,PT Napan Persada,https://www.industrialinfo.com/
3410774,103.7359,-2.07135,Musi Banyuasin Medium-Density Fiberboard Mill,,,,,"Pulp, Paper & Wood",,,,,,,,,PT Indonesia Fibreboard Industry,https://www.industrialinfo.com/
3409598,112.0857,-7.60795,Surabaya Paper Mill,,,,"Paper And Paperboard, Nesoi, Embossed Or Perforated, In Rolls Or Sheets","Pulp, Paper & Wood",52500,T/yr,,,,,,,PT Jaya Kertas,https://www.industrialinfo.com/
3409646,112.7129,-7.41959,Sidoarjo Sawmill,,,,,"Pulp, Paper & Wood",,,,,,,,,Integra Group Indonesia,https://www.industrialinfo.com/
3406739,112.6286,-8.00371,Malang Paper Mill,,,,"Corrugated Paper And Paperboard, Whether Or Not Perforated, Nesoi, In Rolls Or Sheets","Pulp, Paper & Wood",21000,T/yr,,,,,,,PT Gaya Baru Paperindo,https://www.industrialinfo.com/
3397843,112.0284,-7.75441,Kediri Paper Mill,,,,Semichemical Woodpulp (Air Dry Weight),"Pulp, Paper & Wood",35000,T/yr,,,,,,,PT Surya Zig Zag,https://www.industrialinfo.com/
3405718,104.8804,-4.59116,Sukadana Paper Mill,,,,"Kraft Paper And Paperboard, Uncoated, Nesoi, Unbleached, Weighing 150 G/M2, In Rolls Or Sheets","Pulp, Paper & Wood",35000,T/yr,,,,,,,PT Pola Pulpindo Mantap,https://www.industrialinfo.com/
3403052,106.5569,-6.18634,Tangerang Sanitary Product,,,,,"Pulp, Paper & Wood",,,,,,,,,PT Gajah Tunggal Tbk,https://www.industrialinfo.com/
3403049,112.7465,-7.46319,Sidoarjo Sanitary Product,,,,,"Pulp, Paper & Wood",,,,,,,,,PT Gajah Tunggal Tbk,https://www.industrialinfo.com/
3402371,106.9038,-6.45694,Bogor Paper Mill,,,,"Paper And Paperboard, Nesoi, Embossed Or Perforated, In Rolls Or Sheets","Pulp, Paper & Wood",70000,T/yr,,,,,,,PT Parisindo Pratama,https://www.industrialinfo.com/
3398281,107.5637,-6.50472,Subang Paper Mill,,,,Pulps Of Fibers Derived From Recovered (Waste And Scrap) Paper Or Paperboard,"Pulp, Paper & Wood",157500,T/yr,,,,,,,PT Papertech Indonesia,https://www.industrialinfo.com/
3271430,96.19853,4.107817,Meulaboh Sawmill,,,14-Jan-18,,"Pulp, Paper & Wood",,,,,,,,,Pt Adiguna Makmur Sentosa,https://www.industrialinfo.com/
3275997,112.7413,-7.27639,Surabaya Sawmill,,,14-Jan-18,,"Pulp, Paper & Wood",,,,,,,,,Sitorus Sawn Timber,https://www.industrialinfo.com/
3275996,106.8666,-6.21899,Jakarta Timur Sawmill,,,14-Jan-17,,"Pulp, Paper & Wood",,,,,,,,,PT Inrada Kayu Industri,https://www.industrialinfo.com/
3276248,98.6103,3.597643,Medan Sawmill,,,,,"Pulp, Paper & Wood",,,,,,,,,PT Abie Import & Export,https://www.industrialinfo.com/
3276278,108.5709,-6.75477,Cirebon Sawmill,,,,,"Pulp, Paper & Wood",,,,,,,,,PT Tri Cakrawala Putra,https://www.industrialinfo.com/
3276273,110.16,-6.93458,Kendal Sawmill,,,,,"Pulp, Paper & Wood",,,,,,,,,Bin Omar Group,https://www.industrialinfo.com/
3276265,98.64485,3.602982,Kaluku Sawmill,,,,,"Pulp, Paper & Wood",,,,,,,,,PT Karya Jaya Mandiri,https://www.industrialinfo.com/
3271431,119.4136,-5.11663,Makassar Sawmill,,,,,"Pulp, Paper & Wood",,,,,,,,,Pt Irma Sulindo,https://www.industrialinfo.com/
3271432,112.7681,-7.28834,Surabaya Sawmill,,,,,"Pulp, Paper & Wood",,,,,,,,,Pt Kahayan Jaya Utama,https://www.industrialinfo.com/
3271288,108.0495,-7.68164,Tasikmalaya Sawmill,,,,,"Pulp, Paper & Wood",,,,,,,,,CV Buana Kayu Sejahtera,https://www.industrialinfo.com/
3106478,106.5744,-6.17859,Tangerang Aluminum Extrusion,,,,Aluminum Extrusions,Metals & Minerals,35000,T/yr,,,,,,,PT Calindo Damai Sejahtera Abadi,https://www.industrialinfo.com/
3107457,106.5674,-6.214,Tangerang Aluminum Extrusion,,,,Aluminum Extrusions,Metals & Minerals,12000,T/yr,,,,,,,PT Alumex Perkasa Jaya,https://www.industrialinfo.com/
1058710,110.142,-0.06042,Tajan Bauxite Mine & CGA Alumina Refinery,,,,Bauxite,Metals & Minerals,850000,T/yr,,,,,,,PT Aneka Tambang Tbk,https://www.industrialinfo.com/
3105541,107.0959,-6.28346,Cibitung Aluminium Foil & Sheets,,,,Aluminum Foundries,Metals & Minerals,200000,T/yr,,,,,,,PT Indoaluminium Intikarsa Industri,https://www.industrialinfo.com/
3286292,104.0204,1.070516,Batam Aluminum Die Casting,,,,,Metals & Minerals,,,,,,,,,Form Technologies Incorporated,https://www.industrialinfo.com/
3106823,106.4965,-6.20727,Tangerang Aluminum Extrusion,,,,Aluminum Extrusions,Metals & Minerals,18000,T/yr,,,,,,,PT Alko Mandiri,https://www.industrialinfo.com/
3089000,112.7432,-7.34638,Sidoarjo Steel Rolling Mill,,,,Steel Bar & Rod,Metals & Minerals,350000,T/yr,,,,,,,Hanil Cement Company Limited,https://www.industrialinfo.com/
3105916,112.7554,-7.33368,Surabaya Aluminum Slug,,,,Aluminum Foundries,Metals & Minerals,18000,T/yr,,,,,,,PT Impact Indonesia,https://www.industrialinfo.com/
3287720,107.0838,-6.31406,Cikarang Aluminum Die Casting,,,,Aluminum Foundries,Metals & Minerals,50000,T/yr,,,,,,,PT Shei Tai Industrial,https://www.industrialinfo.com/
3105173,106.9196,-6.18468,Jakarta Timur Steel Mill,,,,Steel Wire,Metals & Minerals,400000,T/yr,,,,,,,PT The Master Steel,https://www.industrialinfo.com/
3171178,106.9948,-6.2001,Bekasi Steel Mill,,,,Steel Making,Metals & Minerals,400000,T/yr,,,,,,,PT Afro Pacific Indah Steel,https://www.industrialinfo.com/
3287337,106.7085,-6.08386,Tangerang Aluminum Die Casting,,,,Aluminum Foundries,Metals & Minerals,15000,T/yr,,,,,,,PT Cast Metals Indonesia,https://www.industrialinfo.com/
3091659,118.7216,-8.44943,Dompu Iron Sand Mine & Processing,,,,Iron Ore,Metals & Minerals,1200000,T/yr,,,,,,,PT Timur Raya Mas,https://www.industrialinfo.com/
3104579,107.5499,-6.89911,Cimahi Aluminum Extrusions,,,,Aluminum Extrusions,Metals & Minerals,10000,T/yr,,,,,,,PT Indo Extrusions,https://www.industrialinfo.com/
3091984,112.6154,-7.55864,Mojokerto Aluminum Extrusion,,,,Aluminum Extrusions,Metals & Minerals,36000,T/yr,,,,,,,King Modern Metal Limited,https://www.industrialinfo.com/
3340939,112.6123,-7.12566,PT Jindal Stainless Steel,,,,Flat Rolled Stainless Steel,Metals & Minerals,150000,T/yr,,,,,,,O P Jindal Group,https://www.industrialinfo.com/
3136512,115.0482,-3.96594,Asemasem Direct Reduced Iron (DRI),,,,Steel Bar & Rod,Metals & Minerals,100000,T/yr,,,,,,,PT Delta Prima Steel,https://www.industrialinfo.com/
3031960,98.10659,3.551939,Langkat Bahorok Limestone Quarry,,,,"Limestone, Crushed Or Broken",Metals & Minerals,6000000,T/yr,,,,,,,PT Semen Indonesia TBK,https://www.industrialinfo.com/
3125708,112.5816,-7.37875,Gresik Steel Bar Hot Rolling Mill,,,,Steel Bar & Rod,Metals & Minerals,45000,T/yr,,,,,,,PT Gunawan Dianjaya Steel,https://www.industrialinfo.com/
3383013,112.7556,-7.59188,Pasuruan Aliminum Extrusion,,,,,Metals & Minerals,,,,,,,,,PT Sido Agung Alumi,https://www.industrialinfo.com/
3105147,106.98,-6.21133,Bekasi Aluminum Extrusion,,,,Aluminum Extrusions,Metals & Minerals,700000,T/yr,,,,,,,PT Alexindo,https://www.industrialinfo.com/
3383363,106.9447,-6.41689,Bogor Aluminum Extrusion,,,,Aluminum Extrusions,Metals & Minerals,30000,T/yr,,,,,,,PT Mega Persada Group,https://www.industrialinfo.com/
3104825,106.92,-6.17768,Jakarta Utara Steel Mill,,,,Steel Making,Metals & Minerals,1500000,T/yr,,,,,,,PT The Master Steel,https://www.industrialinfo.com/
3073782,109.9585,-1.76516,Ketapang Alumina Refinery,,,,Ketapang Smelter power station (160MW),Metals & Minerals,,,,,,,,,Shandong Weiqiao Pioneering Group Company Limited,https://www.industrialinfo.com/
3125321,112.6813,-7.24906,Surabaya Steel Rolling Mill II,,,,Flat Rolled Steel,Metals & Minerals,1000000,T/yr,,,,,,,PT Gunawan Dianjaya Steel,https://www.industrialinfo.com/
3089995,110.4528,-6.95995,Cilegon Steel Mill,,,,Steel Bar & Rod,Metals & Minerals,300000,T/yr,,,,,,,PT Krakatau Steel,https://www.industrialinfo.com/
3089641,112.6663,-7.24762,Surabaya Steel Rolling Mill,,,,Flat Rolled Steel,Metals & Minerals,200000,T/yr,,,,,,,PT Jaya Pari Steel Tbk,https://www.industrialinfo.com/
3087540,112.7062,-7.35576,Sidoarjo Steel Mill,,,,Steel Making,Metals & Minerals,700000,T/yr,,,,,,,ArcelorMittal,https://www.industrialinfo.com/
3066485,107.1214,-6.28504,Bekasi Cibitung Barat Steel Mill,,,,Steel Bar & Rod,Metals & Minerals,300000,T/yr,,,,,,,Gunung Steel Group,https://www.industrialinfo.com/
1054097,133.045,-2.122,Gag Island Nickel-Cobalt Mine,,,,Nickel Ore,Metals & Minerals,3000000,T/yr,,,,,,,PT Aneka Tambang Tbk,https://www.industrialinfo.com/
3098992,112.6238,-7.17455,Gresik Steel Rolling Mill,,,,Steel Bar & Rod,Metals & Minerals,60000,T/yr,,,,,,,PT Gramitrama Jaya Steel,https://www.industrialinfo.com/
3066942,106.0246,-5.99235,Cilegon Aluminium Deoxidizer,,,,,Metals & Minerals,,,,,,,,,POSCO,https://www.industrialinfo.com/
3098674,106.8799,-6.49944,Cibinong Steel Wiredrawing Mill,,,,Steel Wire,Metals & Minerals,150000,T/yr,,,,,,,Sumitomo Electric Industries Limited,https://www.industrialinfo.com/
3096460,106.9247,-6.18285,Pulogadung Steel Mill,,,,Steel Bar & Rod,Metals & Minerals,40000,T/yr,,,,,,,PT Hong Xing Steel,https://www.industrialinfo.com/
3093732,107.0087,-6.22637,Bekasi Steel Bar & Rolling Mill,,,,Steel Bar & Rod,Metals & Minerals,120000,T/yr,,,,,,,SPS SRL,https://www.industrialinfo.com/
3096263,106.3122,-6.18741,Tangerang Steel Billet Mill,,,,Steel Bar & Rod,Metals & Minerals,400000,T/yr,,,,,,,PT Citra Baru Steel,https://www.industrialinfo.com/
3155940,112.5294,-7.39643,Gresik Steel Billet Mill,,,,Steel Bar & Rod,Metals & Minerals,50000,T/yr,,,,,,,PT Bromo Panuluh Steel,https://www.industrialinfo.com/
3106283,112.7275,-7.3732,Sidoarjo Aluminum Extrusion & Sheet Coating,,,,Aluminum Extrusions,Metals & Minerals,40000,T/yr,,,,,,,Indal Aluminium Industry,https://www.industrialinfo.com/
3098466,110.698,-7.62146,Klaten Steel Pipe Mill,,,,Steel Pipe & Tubing,Metals & Minerals,70000,T/yr,,,,,,,PT Aneka Adhilogam Karya,https://www.industrialinfo.com/
3094590,106.92,-6.17886,Pulogadung Steel Mill,,,,Steel Bar & Rod,Metals & Minerals,750000,T/yr,,,,,,,PT The Master Steel,https://www.industrialinfo.com/
3160465,112.6269,-7.15645,Gresik Steel Bar Mill,,,,Steel Bar & Rod,Metals & Minerals,300000,T/yr,,,,,,,ArcelorMittal,https://www.industrialinfo.com/
3091688,106.5867,-6.20002,Banten Copper-Aluminium Cable,,,,,Metals & Minerals,,,,,,,,,PT Monaspermata Persada,https://www.industrialinfo.com/
3093722,107.2495,-6.2666,Bekasi Iron-Steel Galvanizing,,,,Flat Rolled Steel,Metals & Minerals,900000,T/yr,,,,,,,PT Harapan Sukses Jaya,https://www.industrialinfo.com/
3083339,112.6804,-7.24817,Surabaya Steel Rolling Mill I,,,,Flat Rolled Steel,Metals & Minerals,500000,T/yr,,,,,,,PT Gunawan Dianjaya Steel,https://www.industrialinfo.com/
3157548,107.0432,-6.42961,Bogor Iron-Steel Rod,,,,"Structural Steel Angles, Shapes & Sections",Metals & Minerals,26000,T/yr,,,,,,,PT Era Baja Prima Sukses,https://www.industrialinfo.com/
3160037,106.4935,-6.20728,Tangerang Steel Wire Mill,,,,Steel Wire,Metals & Minerals,150000,T/yr,,,,,,,PT Union Yashindo,https://www.industrialinfo.com/
3263693,107.2662,-6.37419,Karawang Secondary Aluminium Ingot,,,,Secondary Aluminum,Metals & Minerals,100000,T/yr,,,,,,,Daiki Aluminum Industry Company Limited,https://www.industrialinfo.com/
3096636,106.3424,-6.19923,Serang Steel Rebar Rolling Mill,,,,Steel Bar & Rod,Metals & Minerals,200000,T/yr,,,,,,,PT Delcoprima Pacific,https://www.industrialinfo.com/
3090764,106.9175,-6.18993,Pulogadung Steel Rebar Mill,,,,Steel Bar & Rod,Metals & Minerals,120000,T/yr,,,,,,,PT Tobu Indonesia Steel,https://www.industrialinfo.com/
3090882,107.1238,-6.32066,Bekasi Steel Wire,,,,Steel Wire,Metals & Minerals,20000,T/yr,,,,,,,Walsin Linhwa Corporation,https://www.industrialinfo.com/
3091262,112.6407,-7.18975,Gresik Steel Hot Rolling Mill,,,,Steel Bar & Rod,Metals & Minerals,5000,T/yr,,,,,,,PT Indospring Tbk,https://www.industrialinfo.com/
3250593,110.0432,-0.92674,North Kayong Bauxite Mine,,,,Bauxite,Metals & Minerals,1000000,T/yr,,,,,,,PT Panca Raja Perkasa,https://www.industrialinfo.com/
3106624,98.68528,3.572333,Medan Aluminum Extrusion,,,,Aluminum Extrusions,Metals & Minerals,25000,T/yr,,,,,,,PT Alfo Citra Abadi,https://www.industrialinfo.com/
3081166,106.003,-5.9886,Cilegon Steel Beams Mill,,,,"Structural Steel Angles, Shapes & Sections",Metals & Minerals,300000,T/yr,,,,,,,Nippon Steel Corporation,https://www.industrialinfo.com/
3092504,102.7023,-2.27961,Jambi Sarolangun Limestone Quarry,,,,"Limestone, Crushed Or Broken",Metals & Minerals,800000,T/yr,,,,,,,PT Semen Baturaja (Persero),https://www.industrialinfo.com/
3158630,106.9143,-6.19506,Jatinegara Steel Hot Bar Rolling Mill,,,,Steel Bar & Rod,Metals & Minerals,120000,T/yr,,,,,,,PT Kyoei Steel Indonesia,https://www.industrialinfo.com/
3096470,106.9139,-6.20112,Pulogadung Steel Aluminum Foundry,,,,Steel Bar & Rod,Metals & Minerals,700000,T/yr,,,,,,,PT Assab Steels Indonesia,https://www.industrialinfo.com/
3105524,106.5798,-6.21824,Tangerang Aluminum Extrusion,,,,Aluminum Extrusions,Metals & Minerals,18000,T/yr,,,,,,,YKK Corporation,https://www.industrialinfo.com/
3085102,99.45344,3.350083,Kisaran Asahan Aluminum Smelter,,,,Primary Aluminum,Metals & Minerals,320000,T/yr,,,,,,,PT Indonesia Asahan Aluminium (Persero),https://www.industrialinfo.com/
3368607,112.7024,-7.35006,Gresik Steel Rolling Mill,,,,Steel Making,Metals & Minerals,250000,T/yr,,,,,,,PT Jatim Taman Steel,https://www.industrialinfo.com/
3091918,112.7253,-7.41932,Sidoarjo Aluminium Rolling Mill,,,,"Aluminum Sheet, Plate & Foil",Metals & Minerals,100000,T/yr,,,,,,,PT Maspion,https://www.industrialinfo.com/
3091482,112.7173,-7.45303,Sidoarjo Steel Mill,,,,Steel Making,Metals & Minerals,3000000,T/yr,,,,,,,PT Tunggal Jaya Steel,https://www.industrialinfo.com/
3080597,106.0439,-5.99438,Cilegon Automotive Steel Mill,,,,Flat Rolled Steel,Metals & Minerals,500000,T/yr,,,,,,,Nippon Steel Corporation,https://www.industrialinfo.com/
3118282,110.2246,-2.56545,Pontianak Iron-Bauxite Mine,,,,Iron Ore,Metals & Minerals,960000,T/yr,,,,,,,Putra Mining Group,https://www.industrialinfo.com/
3091974,106.5894,-6.17095,Tangerang Aluminum Extrusion,,,,Aluminum Extrusions,Metals & Minerals,12000,T/yr,,,,,,,PT Makmur Jaya Saputra Perkasa,https://www.industrialinfo.com/
3155156,106.509,-7.20392,Sukabumi Iron Mine & Smelter,,,,Iron Ore,Metals & Minerals,600000,T/yr,,,,,,,PT Bumi Citra Permai Tbk,https://www.industrialinfo.com/
3091790,107.2768,-6.35627,Karawang Steel Galvanizing,,,,Flat Rolled Steel,Metals & Minerals,500000,T/yr,,,,,,,PT Sarana Steel Corporation,https://www.industrialinfo.com/
3089282,106.512,-6.20571,Tangerang Aluminum Rolling Mill & Extrusion,,,,"Aluminum Sheet, Plate & Foil",Metals & Minerals,54000,T/yr,,,,,,,PT Starmas Inti Aluminium Industry,https://www.industrialinfo.com/
3099775,98.66666,3.667401,Medan Steel Mill,,,,Steel Bar & Rod,Metals & Minerals,600000,T/yr,,,,,,,Growth Steel Group,https://www.industrialinfo.com/
3069039,106.7091,-6.15858,Jakarta Aluminum-Copper Rolling Mill,,,,"Copper Bars, Rods & Profiles",Metals & Minerals,100000,T/yr,,,,,,,Furukawa Electric Company Limited,https://www.industrialinfo.com/
3087379,112.7023,-7.3531,Sidoarjo Steel Rolling Mill,,,,Steel Bar & Rod,Metals & Minerals,25000,T/yr,,,,,,,PT Jatim Taman Steel,https://www.industrialinfo.com/
